pathway_a,pathway_b,partial_corr,p_value,jaccard,FDR,weight
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0980322310536261,0.0011679331578567918,0.0230179028132992,0.0038152483156655196,0.06052506693346265
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04558565565131447,0.13185274797411878,0.0050251256281407,0.20601991870956057,0.025305390639727584
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ESTROGEN_RESPONSE_LATE,0.01962468366450935,0.5167133568371418,0.0050251256281407,0.6103894523871732,0.012324904646325026
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_FATTY_ACID_METABOLISM,0.000527363294863132,0.986099196263109,0.0028011204481792,0.9893296604605313,0.0016642418715211661
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_G2M_CHECKPOINT,0.06323130952700681,0.03651732112937511,0.0075566750629722,0.07215115868303955,0.035393992294989504
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_GLYCOLYSIS,-0.06657353393165981,0.02767307419008063,0.0050251256281407,0.05755435633760403,0.03579932977990025
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_HEDGEHOG_SIGNALING,-0.07062920445228754,0.019472701564483146,0.0085470085470085,0.04313573131372849,0.03958810649964802
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_HEME_METABOLISM,-0.02867145260785082,0.34341554590412626,0.0025062656641604,0.4461124535870145,0.01558885913600561
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_HYPOXIA,-0.04268007509956282,0.15833276206202415,0.0101010101010101,0.23984723820230167,0.026390542600286462
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_IL2_STAT5_SIGNALING,0.37462291070570586,8.881449156074058e-38,0.0445026178010471,4.945352370995782e-36,0.20956276425337647
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07383308046535018,0.014581027460147434,0.0830188679245283,0.03376513920355502,0.07842597419493924
