"interaction","name","ScoreAverage","selected","shared interaction","shared name"
"EBI-1065092","Q9H4L5 (EBI-1065092) P61981",,"false","EBI-1065092","Q9H4L5 (EBI-1065092) P61981"
"EBI-1080781","Q9H4L5 (EBI-1080781) P31946",,"false","EBI-1080781","Q9H4L5 (EBI-1080781) P31946"
"EBI-9209251","Q9H4A6 (EBI-9209251) P78527",,"false","EBI-9209251","Q9H4A6 (EBI-9209251) P78527"
"EBI-1083172","Q9UQ35 (EBI-1083172) P31946",,"false","EBI-1083172","Q9UQ35 (EBI-1083172) P31946"
"EBI-1067771","Q9UQ35 (EBI-1067771) P61981",,"false","EBI-1067771","Q9UQ35 (EBI-1067771) P61981"
"EBI-3909817","P22314 (EBI-3909817) P62993",,"false","EBI-3909817","P22314 (EBI-3909817) P62993"
"EBI-1995860","P55072 (EBI-1995860) Q13616",,"false","EBI-1995860","P55072 (EBI-1995860) Q13616"
"EBI-1995860","P55072 (EBI-1995860) Q13617",,"false","EBI-1995860","P55072 (EBI-1995860) Q13617"
"EBI-3913767","P63104 (EBI-3913767) P55072",,"false","EBI-3913767","P63104 (EBI-3913767) P55072"
"EBI-2321764","Q96EB6 (EBI-2321764) Q14204",,"false","EBI-2321764","Q96EB6 (EBI-2321764) Q14204"
"EBI-1176157","Q13619 (EBI-1176157) Q9GZS3",,"false","EBI-1176157","Q13619 (EBI-1176157) Q9GZS3"
"EBI-1177705","Q13619 (EBI-1177705) Q16531",,"false","EBI-1177705","Q13619 (EBI-1177705) Q16531"
"EBI-1079533","P51665 (EBI-1079533) P29372",,"false","EBI-1079533","P51665 (EBI-1079533) P29372"
"EBI-2510969","P51665 (EBI-2510969) O00231",,"false","EBI-2510969","P51665 (EBI-2510969) O00231"
"EBI-1070089","Q9Y265 (EBI-1070089) Q9BRX2",,"false","EBI-1070089","Q9Y265 (EBI-1070089) Q9BRX2"
"EBI-364069","Q9Y265 (EBI-364069) Q9NYJ8",,"false","EBI-364069","Q9Y265 (EBI-364069) Q9NYJ8"
"EBI-3453292","Q8IWZ3 (EBI-3453292) P61981",,"false","EBI-3453292","Q8IWZ3 (EBI-3453292) P61981"
"EBI-3452829","P62258 (EBI-3452829) Q8IWZ3",,"false","EBI-3452829","P62258 (EBI-3452829) Q8IWZ3"
"EBI-3913827","P62258 (EBI-3913827) P61981",,"false","EBI-3913827","P62258 (EBI-3913827) P61981"
"EBI-364030","P62258 (EBI-364030) Q9NYJ8",,"false","EBI-364030","P62258 (EBI-364030) Q9NYJ8"
"EBI-3934442","P62258 (EBI-3934442) P63104",,"false","EBI-3934442","P62258 (EBI-3934442) P63104"
"EBI-3452947","P62258 (EBI-3452947) P31946",,"false","EBI-3452947","P62258 (EBI-3452947) P31946"
"EBI-2514141","Q9Y297 (EBI-2514141) Q9Y266",,"false","EBI-2514141","Q9Y297 (EBI-2514141) Q9Y266"
"EBI-2514141","Q9Y297 (EBI-2514141) Q9BT78",,"false","EBI-2514141","Q9Y297 (EBI-2514141) Q9BT78"
"EBI-2514141","Q9Y297 (EBI-2514141) Q13616",,"false","EBI-2514141","Q9Y297 (EBI-2514141) Q13616"
"EBI-1083923","Q08380 (EBI-1083923) Q99623",,"false","EBI-1083923","Q08380 (EBI-1083923) Q99623"
"EBI-364078","Q08380 (EBI-364078) Q9NYJ8",,"false","EBI-364078","Q08380 (EBI-364078) Q9NYJ8"
"EBI-1066370","Q14152 (EBI-1066370) O00303",,"false","EBI-1066370","Q14152 (EBI-1066370) O00303"
"EBI-2510472","O15372 (EBI-2510472) Q7L2H7",,"false","EBI-2510472","O15372 (EBI-2510472) Q7L2H7"
"EBI-2510472","O15372 (EBI-2510472) O75821",,"false","EBI-2510472","O15372 (EBI-2510472) O75821"
"EBI-2510472","O15372 (EBI-2510472) Q9UBQ5",,"false","EBI-2510472","O15372 (EBI-2510472) Q9UBQ5"
"EBI-2510472","O15372 (EBI-2510472) Q99613",,"false","EBI-2510472","O15372 (EBI-2510472) Q99613"
"EBI-2510472","O15372 (EBI-2510472) O15371",,"false","EBI-2510472","O15372 (EBI-2510472) O15371"
"EBI-2510472","O15372 (EBI-2510472) Q14152",,"false","EBI-2510472","O15372 (EBI-2510472) Q14152"
"EBI-2510472","O15372 (EBI-2510472) Q13347",,"false","EBI-2510472","O15372 (EBI-2510472) Q13347"
"EBI-2510472","O15372 (EBI-2510472) P55884",,"false","EBI-2510472","O15372 (EBI-2510472) P55884"
"EBI-2510472","O15372 (EBI-2510472) P60228",,"false","EBI-2510472","O15372 (EBI-2510472) P60228"
"EBI-1065042","Q32P44 (EBI-1065042) P61981",,"false","EBI-1065042","Q32P44 (EBI-1065042) P61981"
"EBI-754420","Q13155 (EBI-754420) Q15046",,"false","EBI-754420","Q13155 (EBI-754420) Q15046"
"EBI-755008","Q13155 (EBI-755008) P14868",,"false","EBI-755008","Q13155 (EBI-755008) P14868"
"EBI-1963950","P14868 (EBI-1963950) P62993",,"false","EBI-1963950","P14868 (EBI-1963950) P62993"
"EBI-2514231","Q9UKB1 (EBI-2514231) Q9Y266",,"false","EBI-2514231","Q9UKB1 (EBI-2514231) Q9Y266"
"EBI-2514231","Q9UKB1 (EBI-2514231) Q9Y297",,"false","EBI-2514231","Q9UKB1 (EBI-2514231) Q9Y297"
"EBI-2323022","Q9UKB1 (EBI-2323022) P63208",,"false","EBI-2323022","Q9UKB1 (EBI-2323022) P63208"
"EBI-2514231","Q9UKB1 (EBI-2514231) Q13616",,"false","EBI-2514231","Q9UKB1 (EBI-2514231) Q13616"
"EBI-6381076","Q16659 (EBI-6381076) O95714",,"false","EBI-6381076","Q16659 (EBI-6381076) O95714"
"EBI-3933294","P25786 (EBI-3933294) P28288",,"false","EBI-3933294","P25786 (EBI-3933294) P28288"
"EBI-1385684","P25786 (EBI-1385684) P28072",,"false","EBI-1385684","P25786 (EBI-1385684) P28072"
"EBI-756361","P25786 (EBI-756361) Q14566",,"false","EBI-756361","P25786 (EBI-756361) Q14566"
"EBI-1081337","P25786 (EBI-1081337) P29372",,"false","EBI-1081337","P25786 (EBI-1081337) P29372"
"EBI-5667048","O75386 (EBI-5667048) O75376",,"false","EBI-5667048","O75386 (EBI-5667048) O75376"
"EBI-5666526","O75386 (EBI-5666526) Q99996",,"false","EBI-5666526","O75386 (EBI-5666526) Q99996"
"EBI-1079729","Q14697 (EBI-1079729) P21796",,"false","EBI-1079729","Q14697 (EBI-1079729) P21796"
"EBI-2115977","Q9UBS4 (EBI-2115977) P62993",,"false","EBI-2115977","Q9UBS4 (EBI-2115977) P62993"
"EBI-2108262","O75955 (EBI-2108262) P05067",,"false","EBI-2108262","O75955 (EBI-2108262) P05067"
"EBI-1081028","Q8N163 (EBI-1081028) Q9BUV8",,"false","EBI-1081028","Q8N163 (EBI-1081028) Q9BUV8"
"EBI-1085091","Q8N163 (EBI-1085091) Q9Y5V3",,"false","EBI-1085091","Q8N163 (EBI-1085091) Q9Y5V3"
"EBI-1079012","Q8N163 (EBI-1079012) O76071",,"false","EBI-1079012","Q8N163 (EBI-1079012) O76071"
"EBI-1228366","Q8N163 (EBI-1228366) P33993",,"false","EBI-1228366","Q8N163 (EBI-1228366) P33993"
"EBI-364105","Q8N163 (EBI-364105) Q9NYJ8",,"false","EBI-364105","Q8N163 (EBI-364105) Q9NYJ8"
"EBI-8822121","Q96R06 (EBI-8822121) Q13283",,"false","EBI-8822121","Q96R06 (EBI-8822121) Q13283"
"EBI-985279","P35232 (EBI-985279) O14980",,"false","EBI-985279","P35232 (EBI-985279) O14980"
"EBI-1063177","Q13347 (EBI-1063177) Q14152",,"false","EBI-1063177","Q13347 (EBI-1063177) Q14152"
"EBI-366682","Q13347 (EBI-366682) P55884",,"false","EBI-366682","Q13347 (EBI-366682) P55884"
"EBI-366642","P55884 (EBI-366642) Q14152",,"false","EBI-366642","P55884 (EBI-366642) Q14152"
"EBI-1070057","O15371 (EBI-1070057) Q14152",,"false","EBI-1070057","O15371 (EBI-1070057) Q14152"
"EBI-6875195","P33993 (EBI-6875195) Q4G0J3",,"false","EBI-6875195","P33993 (EBI-6875195) Q4G0J3"
"EBI-1073455","P33993 (EBI-1073455) Q9BRX2",,"false","EBI-1073455","P33993 (EBI-1073455) Q9BRX2"
"EBI-6875195","P33993 (EBI-6875195) Q9P035",,"false","EBI-6875195","P33993 (EBI-6875195) Q9P035"
"EBI-6875195","P33993 (EBI-6875195) O14974",,"false","EBI-6875195","P33993 (EBI-6875195) O14974"
"EBI-6875195","P33993 (EBI-6875195) Q14566",,"false","EBI-6875195","P33993 (EBI-6875195) Q14566"
"EBI-6875195","P33993 (EBI-6875195) Q9Y2W1",,"false","EBI-6875195","P33993 (EBI-6875195) Q9Y2W1"
"EBI-6875195","P33993 (EBI-6875195) P43243",,"false","EBI-6875195","P33993 (EBI-6875195) P43243"
"EBI-297464","P62993 (EBI-297464) Q2TAY7",,"false","EBI-297464","P62993 (EBI-297464) Q2TAY7"
"EBI-1963986","P62993 (EBI-1963986) P78357",,"false","EBI-1963986","P62993 (EBI-1963986) P78357"
"EBI-350217","P62993 (EBI-350217) P50454",,"false","EBI-350217","P62993 (EBI-350217) P50454"
"EBI-2615054","P62993 (EBI-2615054) Q5T4S7",,"false","EBI-2615054","P62993 (EBI-2615054) Q5T4S7"
"EBI-3937731","P62993 (EBI-3937731) O15234",,"false","EBI-3937731","P62993 (EBI-3937731) O15234"
"EBI-297464","P62993 (EBI-297464) P58107",,"false","EBI-297464","P62993 (EBI-297464) P58107"
"EBI-3964621","P62993 (EBI-3964621) O60610",,"false","EBI-3964621","P62993 (EBI-3964621) O60610"
"EBI-350217","P62993 (EBI-350217) Q9NVI7",,"false","EBI-350217","P62993 (EBI-350217) Q9NVI7"
"EBI-350217","P62993 (EBI-350217) O14974",,"false","EBI-350217","P62993 (EBI-350217) O14974"
"EBI-2116090","P62993 (EBI-2116090) Q13123",,"false","EBI-2116090","P62993 (EBI-2116090) Q13123"
"EBI-3964621","P62993 (EBI-3964621) Q9P035",,"false","EBI-3964621","P62993 (EBI-3964621) Q9P035"
"EBI-350217","P62993 (EBI-350217) P55084",,"false","EBI-350217","P62993 (EBI-350217) P55084"
"EBI-1964902","P62993 (EBI-1964902) O15371",,"false","EBI-1964902","P62993 (EBI-1964902) O15371"
"EBI-2615054","P62993 (EBI-2615054) Q14204",,"false","EBI-2615054","P62993 (EBI-2615054) Q14204"
"EBI-350217","P62993 (EBI-350217) Q16576",,"false","EBI-350217","P62993 (EBI-350217) Q16576"
"EBI-350217","P62993 (EBI-350217) P43243",,"false","EBI-350217","P62993 (EBI-350217) P43243"
"EBI-350217","P62993 (EBI-350217) P26196",,"false","EBI-350217","P62993 (EBI-350217) P26196"
"EBI-350217","P62993 (EBI-350217) Q9Y2W1",,"false","EBI-350217","P62993 (EBI-350217) Q9Y2W1"
"EBI-350217","P62993 (EBI-350217) Q04837",,"false","EBI-350217","P62993 (EBI-350217) Q04837"
"EBI-350217","P62993 (EBI-350217) Q9Y265",,"false","EBI-350217","P62993 (EBI-350217) Q9Y265"
"EBI-3964621","P62993 (EBI-3964621) P62258",,"false","EBI-3964621","P62993 (EBI-3964621) P62258"
"EBI-350217","P62993 (EBI-350217) P68431",,"false","EBI-350217","P62993 (EBI-350217) P68431"
"EBI-3964621","P62993 (EBI-3964621) P61981",,"false","EBI-3964621","P62993 (EBI-3964621) P61981"
"EBI-350217","P62993 (EBI-350217) P78527",,"false","EBI-350217","P62993 (EBI-350217) P78527"
"EBI-3964621","P62993 (EBI-3964621) P63104",,"false","EBI-3964621","P62993 (EBI-3964621) P63104"
"EBI-3964621","P62993 (EBI-3964621) P31946",,"false","EBI-3964621","P62993 (EBI-3964621) P31946"
"EBI-366687","O75821 (EBI-366687) P55884",,"false","EBI-366687","O75821 (EBI-366687) P55884"
"EBI-348829","Q9BV68 (EBI-348829) P46379",,"false","EBI-348829","Q9BV68 (EBI-348829) P46379"
"EBI-2349080","P68431 (EBI-2349080) O14929",,"false","EBI-2349080","P68431 (EBI-2349080) O14929"
"EBI-2349080","P68431 (EBI-2349080) Q8TEX9",,"false","EBI-2349080","P68431 (EBI-2349080) Q8TEX9"
"EBI-2352528","P68431 (EBI-2352528) Q13112",,"false","EBI-2352528","P68431 (EBI-2352528) Q13112"
"EBI-2349080","P68431 (EBI-2349080) Q16576",,"false","EBI-2349080","P68431 (EBI-2349080) Q16576"
"EBI-3917377","Q9NYJ8 (EBI-3917377) P62714",,"false","EBI-3917377","Q9NYJ8 (EBI-3917377) P62714"
"EBI-3917407","Q9NYJ8 (EBI-3917407) P63104",,"false","EBI-3917407","Q9NYJ8 (EBI-3917407) P63104"
"EBI-528806","P26038 (EBI-528806) O14745",,"false","EBI-528806","P26038 (EBI-528806) O14745"
"EBI-1085531","Q99873 (EBI-1085531) O60232",,"false","EBI-1085531","Q99873 (EBI-1085531) O60232"
"EBI-2626054","Q16637 (EBI-2626054) Q8WXD5",,"false","EBI-2626054","Q16637 (EBI-2626054) Q8WXD5"
"EBI-2626054","Q16637 (EBI-2626054) Q9H840",,"false","EBI-2626054","Q16637 (EBI-2626054) Q9H840"
"EBI-2626054","Q16637 (EBI-2626054) P31942",,"false","EBI-2626054","Q16637 (EBI-2626054) P31942"
"EBI-2626054","Q16637 (EBI-2626054) Q9Y2W1",,"false","EBI-2626054","Q16637 (EBI-2626054) Q9Y2W1"
"EBI-2626054","Q16637 (EBI-2626054) Q9Y3F4",,"false","EBI-2626054","Q16637 (EBI-2626054) Q9Y3F4"
"EBI-2514381","Q9UN86 (EBI-2514381) P13489",,"false","EBI-2514381","Q9UN86 (EBI-2514381) P13489"
"EBI-754273","Q9Y262 (EBI-754273) Q9UBQ5",,"false","EBI-754273","Q9Y262 (EBI-754273) Q9UBQ5"
"EBI-1078768","Q9Y262 (EBI-1078768) O60232",,"false","EBI-1078768","Q9Y262 (EBI-1078768) O60232"
"EBI-1071878","Q9Y262 (EBI-1071878) Q14152",,"false","EBI-1071878","Q9Y262 (EBI-1071878) Q14152"
"EBI-735483","P06576 (EBI-735483) P61289",,"false","EBI-735483","P06576 (EBI-735483) P61289"
"EBI-1079976","P51571 (EBI-1079976) Q9BUV8",,"false","EBI-1079976","P51571 (EBI-1079976) Q9BUV8"
"EBI-2610876","Q03111 (EBI-2610876) O60563",,"false","EBI-2610876","Q03111 (EBI-2610876) O60563"
"EBI-350580","Q16531 (EBI-350580) Q9UNS2",,"false","EBI-350580","Q16531 (EBI-350580) Q9UNS2"
"EBI-2213416","Q16531 (EBI-2213416) Q8TEB1",,"false","EBI-2213416","Q16531 (EBI-2213416) Q8TEB1"
"EBI-6468363","Q16531 (EBI-6468363) Q16576",,"false","EBI-6468363","Q16531 (EBI-6468363) Q16576"
"EBI-9210010","Q16531 (EBI-9210010) Q9Y4B6",,"false","EBI-9210010","Q16531 (EBI-9210010) Q9Y4B6"
"EBI-1077398","Q9NVI7 (EBI-1077398) Q9BUV8",,"false","EBI-1077398","Q9NVI7 (EBI-1077398) Q9BUV8"
"EBI-1084355","Q13617 (EBI-1084355) Q9Y5L4",,"false","EBI-1084355","Q13617 (EBI-1084355) Q9Y5L4"
"EBI-2659429","Q13617 (EBI-2659429) Q15369",,"false","EBI-2659429","Q13617 (EBI-2659429) Q15369"
"EBI-2659429","Q13617 (EBI-2659429) Q15370",,"false","EBI-2659429","Q13617 (EBI-2659429) Q15370"
"EBI-1077124","P29372 (EBI-1077124) P43487",,"false","EBI-1077124","P29372 (EBI-1077124) P43487"
"EBI-1072176","Q9UBQ5 (EBI-1072176) Q14152",,"false","EBI-1072176","Q9UBQ5 (EBI-1072176) Q14152"
"EBI-2510150","Q92905 (EBI-2510150) Q8TEB1",,"false","EBI-2510150","Q92905 (EBI-2510150) Q8TEB1"
"EBI-2659628","Q92905 (EBI-2659628) P48741",,"false","EBI-2659628","Q92905 (EBI-2659628) P48741"
"EBI-2659578","Q92905 (EBI-2659578) Q99627",,"false","EBI-2659578","Q92905 (EBI-2659578) Q99627"
"EBI-2659628","Q92905 (EBI-2659628) Q9UJZ1",,"false","EBI-2659628","Q92905 (EBI-2659628) Q9UJZ1"
"EBI-2510150","Q92905 (EBI-2510150) Q9BT78",,"false","EBI-2510150","Q92905 (EBI-2510150) Q9BT78"
"EBI-2659578","Q92905 (EBI-2659578) Q9UNS2",,"false","EBI-2659578","Q92905 (EBI-2659578) Q9UNS2"
"EBI-2659628","Q92905 (EBI-2659628) O75955",,"false","EBI-2659628","Q92905 (EBI-2659628) O75955"
"EBI-2659628","Q92905 (EBI-2659628) Q9Y4B6",,"false","EBI-2659628","Q92905 (EBI-2659628) Q9Y4B6"
"EBI-2659578","Q92905 (EBI-2659578) P61201",,"false","EBI-2659578","Q92905 (EBI-2659578) P61201"
"EBI-2659628","Q92905 (EBI-2659628) P17066",,"false","EBI-2659628","Q92905 (EBI-2659628) P17066"
"EBI-2659663","Q92905 (EBI-2659663) O14974",,"false","EBI-2659663","Q92905 (EBI-2659663) O14974"
"EBI-2659663","Q92905 (EBI-2659663) Q13619",,"false","EBI-2659663","Q92905 (EBI-2659663) Q13619"
"EBI-2510150","Q92905 (EBI-2510150) Q13617",,"false","EBI-2510150","Q92905 (EBI-2510150) Q13617"
"EBI-2510150","Q92905 (EBI-2510150) Q15843",,"false","EBI-2510150","Q92905 (EBI-2510150) Q15843"
"EBI-2510150","Q92905 (EBI-2510150) Q13616",,"false","EBI-2510150","Q92905 (EBI-2510150) Q13616"
"EBI-2659663","Q92905 (EBI-2659663) Q16531",,"false","EBI-2659663","Q92905 (EBI-2659663) Q16531"
"EBI-3453135","Q92905 (EBI-3453135) P61981",,"false","EBI-3453135","Q92905 (EBI-3453135) P61981"
"EBI-1083562","O15260 (EBI-1083562) Q9BUV8",,"false","EBI-1083562","O15260 (EBI-1083562) Q9BUV8"
"EBI-1080829","Q96G23 (EBI-1080829) Q9BUV8",,"false","EBI-1080829","Q96G23 (EBI-1080829) Q9BUV8"
"EBI-1773687","P62714 (EBI-1773687) Q16537",,"false","EBI-1773687","P62714 (EBI-1773687) Q16537"
"EBI-1773687","P62714 (EBI-1773687) P61758",,"false","EBI-1773687","P62714 (EBI-1773687) P61758"
"EBI-1081188","P15924 (EBI-1081188) O60232",,"false","EBI-1081188","P15924 (EBI-1081188) O60232"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q99627",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q99627"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q8TEB1",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q8TEB1"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q9UNS2",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q9UNS2"
"EBI-731608","Q7L5N1 (EBI-731608) P20674",,"false","EBI-731608","Q7L5N1 (EBI-731608) P20674"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q9Y4B6",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q9Y4B6"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q9BT78",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q9BT78"
"EBI-2510262","Q7L5N1 (EBI-2510262) P61201",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) P61201"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q13619",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q13619"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q9BW61",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q9BW61"
"EBI-730615","Q7L5N1 (EBI-730615) O00231",,"false","EBI-730615","Q7L5N1 (EBI-730615) O00231"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q93034",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q93034"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q13617",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q13617"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q15369",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q15369"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q13616",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q13616"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q15843",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q15843"
"EBI-733331","Q7L5N1 (EBI-733331) Q16637",,"false","EBI-733331","Q7L5N1 (EBI-733331) Q16637"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q92905",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q92905"
"EBI-1086126","Q8TEX9 (EBI-1086126) O76071",,"false","EBI-1086126","Q8TEX9 (EBI-1086126) O76071"
"EBI-2479667","O60563 (EBI-2479667) P50750",,"false","EBI-2479667","O60563 (EBI-2479667) P50750"
"EBI-731791","Q7L2H7 (EBI-731791) O00303",,"false","EBI-731791","Q7L2H7 (EBI-731791) O00303"
"EBI-1073472","Q7L2H7 (EBI-1073472) Q14152",,"false","EBI-1073472","Q7L2H7 (EBI-1073472) Q14152"
"EBI-2514311","Q13283 (EBI-2514311) O14929",,"false","EBI-2514311","Q13283 (EBI-2514311) O14929"
"EBI-1077961","Q9UHI6 (EBI-1077961) O76071",,"false","EBI-1077961","Q9UHI6 (EBI-1077961) O76071"
"EBI-6598911","Q9UHI6 (EBI-6598911) Q16637",,"false","EBI-6598911","Q9UHI6 (EBI-6598911) Q16637"
"EBI-1075830","Q9UHI6 (EBI-1075830) Q99623",,"false","EBI-1075830","Q9UHI6 (EBI-1075830) Q99623"
"EBI-1083164","Q9Y266 (EBI-1083164) P21796",,"false","EBI-1083164","Q9Y266 (EBI-1083164) P21796"
"EBI-2679510","P07814 (EBI-2679510) P41252",,"false","EBI-2679510","P07814 (EBI-2679510) P41252"
"EBI-6097237","P07814 (EBI-6097237) Q15046",,"false","EBI-6097237","P07814 (EBI-6097237) Q15046"
"EBI-1061046","P58107 (EBI-1061046) Q99623",,"false","EBI-1061046","P58107 (EBI-1061046) Q99623"
"EBI-1062705","Q9Y2W1 (EBI-1062705) P61981",,"false","EBI-1062705","Q9Y2W1 (EBI-1062705) P61981"
"EBI-1077658","P48047 (EBI-1077658) P29372",,"false","EBI-1077658","P48047 (EBI-1077658) P29372"
"EBI-3245320","Q9C0C7 (EBI-3245320) Q9BW61",,"false","EBI-3245320","Q9C0C7 (EBI-3245320) Q9BW61"
"EBI-3245320","Q9C0C7 (EBI-3245320) Q16531",,"false","EBI-3245320","Q9C0C7 (EBI-3245320) Q16531"
"EBI-1083239","P04843 (EBI-1083239) Q9BUV8",,"false","EBI-1083239","P04843 (EBI-1083239) Q9BUV8"
"EBI-2610867","Q9UHB7 (EBI-2610867) Q03111",,"false","EBI-2610867","Q9UHB7 (EBI-2610867) Q03111"
"EBI-2619090","Q9UHB7 (EBI-2619090) O60563",,"false","EBI-2619090","Q9UHB7 (EBI-2619090) O60563"
"EBI-2693672","Q9P2J5 (EBI-2693672) P54136",,"false","EBI-2693672","Q9P2J5 (EBI-2693672) P54136"
"EBI-6256156","P50750 (EBI-6256156) Q7L2J0",,"false","EBI-6256156","P50750 (EBI-6256156) Q7L2J0"
"EBI-2614664","P50750 (EBI-2614664) Q03111",,"false","EBI-2614664","P50750 (EBI-2614664) Q03111"
"EBI-6380688","P50750 (EBI-6380688) Q4G0J3",,"false","EBI-6380688","P50750 (EBI-6380688) Q4G0J3"
"EBI-2614664","P50750 (EBI-2614664) Q9UHB7",,"false","EBI-2614664","P50750 (EBI-2614664) Q9UHB7"
"EBI-2686718","P30101 (EBI-2686718) Q13951",,"false","EBI-2686718","P30101 (EBI-2686718) Q13951"
"EBI-2431983","P30101 (EBI-2431983) P05067",,"false","EBI-2431983","P30101 (EBI-2431983) P05067"
"EBI-1789116","P51572 (EBI-1789116) Q99942",,"false","EBI-1789116","P51572 (EBI-1789116) Q99942"
"EBI-734006","Q14257 (EBI-734006) P46379",,"false","EBI-734006","Q14257 (EBI-734006) P46379"
"EBI-3933599","Q14257 (EBI-3933599) O14980",,"false","EBI-3933599","Q14257 (EBI-3933599) O14980"
"EBI-3505104","O15379 (EBI-3505104) O75376",,"false","EBI-3505104","O15379 (EBI-3505104) O75376"
"EBI-6597882","O15379 (EBI-6597882) Q13227",,"false","EBI-6597882","O15379 (EBI-6597882) Q13227"
"EBI-2568233","P20701 (EBI-2568233) P05107",,"false","EBI-2568233","P20701 (EBI-2568233) P05107"
"EBI-756091","Q9NQC3 (EBI-756091) O95197",,"false","EBI-756091","Q9NQC3 (EBI-756091) O95197"
"EBI-3253145","Q9BW61 (EBI-3253145) P50213",,"false","EBI-3253145","Q9BW61 (EBI-3253145) P50213"
"EBI-3253145","Q9BW61 (EBI-3253145) Q8TEB1",,"false","EBI-3253145","Q9BW61 (EBI-3253145) Q8TEB1"
"EBI-3253145","Q9BW61 (EBI-3253145) Q9Y4B6",,"false","EBI-3253145","Q9BW61 (EBI-3253145) Q9Y4B6"
"EBI-3253145","Q9BW61 (EBI-3253145) P26639",,"false","EBI-3253145","Q9BW61 (EBI-3253145) P26639"
"EBI-3253145","Q9BW61 (EBI-3253145) Q02790",,"false","EBI-3253145","Q9BW61 (EBI-3253145) Q02790"
"EBI-3253145","Q9BW61 (EBI-3253145) P40939",,"false","EBI-3253145","Q9BW61 (EBI-3253145) P40939"
"EBI-3253145","Q9BW61 (EBI-3253145) Q9P2J5",,"false","EBI-3253145","Q9BW61 (EBI-3253145) Q9P2J5"
"EBI-3253145","Q9BW61 (EBI-3253145) P78527",,"false","EBI-3253145","Q9BW61 (EBI-3253145) P78527"
"EBI-3253145","Q9BW61 (EBI-3253145) Q16531",,"false","EBI-3253145","Q9BW61 (EBI-3253145) Q16531"
"EBI-1063303","Q14204 (EBI-1063303) O14656",,"false","EBI-1063303","Q14204 (EBI-1063303) O14656"
"EBI-1077373","Q14204 (EBI-1077373) Q9Y5V3",,"false","EBI-1077373","Q14204 (EBI-1077373) Q9Y5V3"
"EBI-1086134","Q14204 (EBI-1086134) Q9BUV8",,"false","EBI-1086134","Q14204 (EBI-1086134) Q9BUV8"
"EBI-1077808","Q14204 (EBI-1077808) Q99623",,"false","EBI-1077808","Q14204 (EBI-1077808) Q99623"
"EBI-3909796","Q15165 (EBI-3909796) P62993",,"false","EBI-3909796","Q15165 (EBI-3909796) P62993"
"EBI-2515855","P11441 (EBI-2515855) P46379",,"false","EBI-2515855","P11441 (EBI-2515855) P46379"
"EBI-2515855","P11441 (EBI-2515855) Q7Z6Z7",,"false","EBI-2515855","P11441 (EBI-2515855) Q7Z6Z7"
"EBI-753748","Q9Y3D0 (EBI-753748) O76071",,"false","EBI-753748","Q9Y3D0 (EBI-753748) O76071"
"EBI-2610858","P51825 (EBI-2610858) Q03111",,"false","EBI-2610858","P51825 (EBI-2610858) Q03111"
"EBI-2614786","P51825 (EBI-2614786) Q9UHB7",,"false","EBI-2614786","P51825 (EBI-2614786) Q9UHB7"
"EBI-2610179","P51825 (EBI-2610179) O60563",,"false","EBI-2610179","P51825 (EBI-2610179) O60563"
"EBI-2610179","P51825 (EBI-2610179) P50750",,"false","EBI-2610179","P51825 (EBI-2610179) P50750"
"EBI-2660609","Q13098 (EBI-2660609) Q99627",,"false","EBI-2660609","Q13098 (EBI-2660609) Q99627"
"EBI-2676954","Q13098 (EBI-2676954) Q9UNS2",,"false","EBI-2676954","Q13098 (EBI-2676954) Q9UNS2"
"EBI-2676954","Q13098 (EBI-2676954) Q9BT78",,"false","EBI-2676954","Q13098 (EBI-2676954) Q9BT78"
"EBI-2660609","Q13098 (EBI-2660609) Q7L5N1",,"false","EBI-2660609","Q13098 (EBI-2660609) Q7L5N1"
"EBI-2676954","Q13098 (EBI-2676954) P61201",,"false","EBI-2676954","Q13098 (EBI-2676954) P61201"
