"interaction","name","ScoreAverage","selected","shared interaction","shared name"
"EBI-375230","Q14566 (EBI-375230) Q14566",,"false","EBI-375230","Q14566 (EBI-375230) Q14566"
"EBI-1647790","Q14566 (EBI-1647790) P42771",,"false","EBI-1647790","Q14566 (EBI-1647790) P42771"
"EBI-1642843","P32121 (EBI-1642843) Q14978",,"false","EBI-1642843","P32121 (EBI-1642843) Q14978"
"EBI-1642567","P32121 (EBI-1642567) Q14978",,"false","EBI-1642567","P32121 (EBI-1642567) Q14978"
"EBI-1642567","P32121 (EBI-1642567) O14974",,"false","EBI-1642567","P32121 (EBI-1642567) O14974"
"EBI-1643217","P32121 (EBI-1643217) Q14978",,"false","EBI-1643217","P32121 (EBI-1643217) Q14978"
"EBI-1642843","P32121 (EBI-1642843) P07384",,"false","EBI-1642843","P32121 (EBI-1642843) P07384"
"EBI-1642843","P32121 (EBI-1642843) Q9UQ35",,"false","EBI-1642843","P32121 (EBI-1642843) Q9UQ35"
"EBI-1641832","P42771 (EBI-1641832) Q14566",,"false","EBI-1641832","P42771 (EBI-1641832) Q14566"
"EBI-1641665","P42771 (EBI-1641665) Q14566",,"false","EBI-1641665","P42771 (EBI-1641665) Q14566"
"EBI-703050","P13612 (EBI-703050) P13612",,"false","EBI-703050","P13612 (EBI-703050) P13612"
"EBI-703182","P13612 (EBI-703182) P13612",,"false","EBI-703182","P13612 (EBI-703182) P13612"
"EBI-2510472","O15372 (EBI-2510472) O15372",,"false","EBI-2510472","O15372 (EBI-2510472) O15372"
"EBI-1063848","O15372 (EBI-1063848) Q14152",,"false","EBI-1063848","O15372 (EBI-1063848) Q14152"
"EBI-876717","Q07864 (EBI-876717) Q9NRF9",,"false","EBI-876717","Q07864 (EBI-876717) Q9NRF9"
"EBI-3452954","P61981 (EBI-3452954) P62258",,"false","EBI-3452954","P61981 (EBI-3452954) P62258"
"EBI-3453496","P61981 (EBI-3453496) P62258",,"false","EBI-3453496","P61981 (EBI-3453496) P62258"
"EBI-867144","Q9NRF9 (EBI-867144) Q9NR33",,"false","EBI-867144","Q9NRF9 (EBI-867144) Q9NR33"
"EBI-867144","Q9NRF9 (EBI-867144) Q07864",,"false","EBI-867144","Q9NRF9 (EBI-867144) Q07864"
"EBI-876717","Q07864 (EBI-876717) Q9NR33",,"false","EBI-876717","Q07864 (EBI-876717) Q9NR33"
"EBI-3934432","P61981 (EBI-3934432) P62258",,"false","EBI-3934432","P61981 (EBI-3934432) P62258"
"EBI-8758601","P31946 (EBI-8758601) P31946",,"false","EBI-8758601","P31946 (EBI-8758601) P31946"
"EBI-8798209","P31946 (EBI-8798209) P63104",,"false","EBI-8798209","P31946 (EBI-8798209) P63104"
"EBI-3931369","Q13155 (EBI-3931369) Q15046",,"false","EBI-3931369","Q13155 (EBI-3931369) Q15046"
"EBI-8798209","P31946 (EBI-8798209) P62258",,"false","EBI-8798209","P31946 (EBI-8798209) P62258"
"EBI-8796749","P31946 (EBI-8796749) P62258",,"false","EBI-8796749","P31946 (EBI-8796749) P62258"
"EBI-6175491","P04578 (EBI-6175491) P27824",,"false","EBI-6175491","P04578 (EBI-6175491) P27824"
"EBI-6175491","P04578 (EBI-6175491) P25786",,"false","EBI-6175491","P04578 (EBI-6175491) P25786"
"EBI-6175491","P04578 (EBI-6175491) P05067",,"false","EBI-6175491","P04578 (EBI-6175491) P05067"
"EBI-6177436","P04578 (EBI-6177436) P27797",,"false","EBI-6177436","P04578 (EBI-6177436) P27797"
"EBI-6174316","P04578 (EBI-6174316) P27797",,"false","EBI-6174316","P04578 (EBI-6174316) P27797"
"EBI-6175491","P04578 (EBI-6175491) P07237",,"false","EBI-6175491","P04578 (EBI-6175491) P07237"
"EBI-6176529","P04578 (EBI-6176529) P30101",,"false","EBI-6176529","P04578 (EBI-6176529) P30101"
"EBI-2514231","Q9UKB1 (EBI-2514231) P63208",,"false","EBI-2514231","Q9UKB1 (EBI-2514231) P63208"
"EBI-914707","Q9UKB1 (EBI-914707) P63208",,"false","EBI-914707","Q9UKB1 (EBI-914707) P63208"
"EBI-867075","Q9NRF9 (EBI-867075) Q9NR33",,"false","EBI-867075","Q9NRF9 (EBI-867075) Q9NR33"
"EBI-6177436","P04578 (EBI-6177436) Q9UBS4",,"false","EBI-6177436","P04578 (EBI-6177436) Q9UBS4"
"EBI-6174316","P04578 (EBI-6174316) Q9UBS4",,"false","EBI-6174316","P04578 (EBI-6174316) Q9UBS4"
"EBI-6176529","P04578 (EBI-6176529) O00264",,"false","EBI-6176529","P04578 (EBI-6176529) O00264"
"EBI-6176529","P04578 (EBI-6176529) P04843",,"false","EBI-6176529","P04578 (EBI-6176529) P04843"
"EBI-6175491","P04578 (EBI-6175491) Q9UBS4",,"false","EBI-6175491","P04578 (EBI-6175491) Q9UBS4"
"EBI-6176529","P04578 (EBI-6176529) P05107",,"false","EBI-6176529","P04578 (EBI-6176529) P05107"
"EBI-6175491","P04578 (EBI-6175491) P27797",,"false","EBI-6175491","P04578 (EBI-6175491) P27797"
"EBI-6175491","P04578 (EBI-6175491) Q14697",,"false","EBI-6175491","P04578 (EBI-6175491) Q14697"
"EBI-6176529","P04578 (EBI-6176529) Q14697",,"false","EBI-6176529","P04578 (EBI-6176529) Q14697"
"EBI-6177436","P04578 (EBI-6177436) Q14697",,"false","EBI-6177436","P04578 (EBI-6177436) Q14697"
"EBI-6176529","P04578 (EBI-6176529) P16615",,"false","EBI-6176529","P04578 (EBI-6176529) P16615"
"EBI-6176529","P04578 (EBI-6176529) P51571",,"false","EBI-6176529","P04578 (EBI-6176529) P51571"
"EBI-6176529","P04578 (EBI-6176529) Q07065",,"false","EBI-6176529","P04578 (EBI-6176529) Q07065"
"EBI-6175491","P04578 (EBI-6175491) Q07065",,"false","EBI-6175491","P04578 (EBI-6175491) Q07065"
"EBI-6174316","P04578 (EBI-6174316) Q07065",,"false","EBI-6174316","P04578 (EBI-6174316) Q07065"
"EBI-6176529","P04578 (EBI-6176529) Q9H3P7",,"false","EBI-6176529","P04578 (EBI-6176529) Q9H3P7"
"EBI-6177436","P04578 (EBI-6177436) P61619",,"false","EBI-6177436","P04578 (EBI-6177436) P61619"
"EBI-6177436","P04578 (EBI-6177436) Q13438",,"false","EBI-6177436","P04578 (EBI-6177436) Q13438"
"EBI-6176529","P04578 (EBI-6176529) P14314",,"false","EBI-6176529","P04578 (EBI-6176529) P14314"
"EBI-6177436","P04578 (EBI-6177436) P14314",,"false","EBI-6177436","P04578 (EBI-6177436) P14314"
"EBI-6177436","P04578 (EBI-6177436) P07339",,"false","EBI-6177436","P04578 (EBI-6177436) P07339"
"EBI-6175491","P04578 (EBI-6175491) P14314",,"false","EBI-6175491","P04578 (EBI-6175491) P14314"
"EBI-6177436","P04578 (EBI-6177436) Q13112",,"false","EBI-6177436","P04578 (EBI-6177436) Q13112"
"EBI-2479735","O60563 (EBI-2479735) P50750",,"false","EBI-2479735","O60563 (EBI-2479735) P50750"
"EBI-6174316","P04578 (EBI-6174316) P49257",,"false","EBI-6174316","P04578 (EBI-6174316) P49257"
"EBI-6177436","P04578 (EBI-6177436) P01130",,"false","EBI-6177436","P04578 (EBI-6177436) P01130"
"EBI-6174316","P04578 (EBI-6174316) P45880",,"false","EBI-6174316","P04578 (EBI-6174316) P45880"
"EBI-6174316","P04578 (EBI-6174316) P28072",,"false","EBI-6174316","P04578 (EBI-6174316) P28072"
"EBI-6175491","P04578 (EBI-6175491) P13073",,"false","EBI-6175491","P04578 (EBI-6175491) P13073"
"EBI-6177436","P04578 (EBI-6177436) Q9NYU2",,"false","EBI-6177436","P04578 (EBI-6177436) Q9NYU2"
"EBI-6174316","P04578 (EBI-6174316) Q9UBV2",,"false","EBI-6174316","P04578 (EBI-6174316) Q9UBV2"
"EBI-6177436","P04578 (EBI-6177436) Q9UBV2",,"false","EBI-6177436","P04578 (EBI-6177436) Q9UBV2"
"EBI-6176529","P04578 (EBI-6176529) Q9UBV2",,"false","EBI-6176529","P04578 (EBI-6176529) Q9UBV2"
"EBI-6177436","P04578 (EBI-6177436) Q9BXS5",,"false","EBI-6177436","P04578 (EBI-6177436) Q9BXS5"
"EBI-6177436","P04578 (EBI-6177436) P49257",,"false","EBI-6177436","P04578 (EBI-6177436) P49257"
"EBI-6177436","P04578 (EBI-6177436) Q96EE3",,"false","EBI-6177436","P04578 (EBI-6177436) Q96EE3"
"EBI-6174316","P04578 (EBI-6174316) Q9Y287",,"false","EBI-6174316","P04578 (EBI-6174316) Q9Y287"
"EBI-6174316","P04578 (EBI-6174316) Q96DZ1",,"false","EBI-6174316","P04578 (EBI-6174316) Q96DZ1"
"EBI-6175491","P04578 (EBI-6175491) Q9HCN8",,"false","EBI-6175491","P04578 (EBI-6175491) Q9HCN8"
"EBI-6176529","P04578 (EBI-6176529) O94901",,"false","EBI-6176529","P04578 (EBI-6176529) O94901"
"EBI-6176529","P04578 (EBI-6176529) Q9HCN8",,"false","EBI-6176529","P04578 (EBI-6176529) Q9HCN8"
"EBI-6176529","P04578 (EBI-6176529) Q8TCT9",,"false","EBI-6176529","P04578 (EBI-6176529) Q8TCT9"
"EBI-6177436","P04578 (EBI-6177436) O94901",,"false","EBI-6177436","P04578 (EBI-6177436) O94901"
"EBI-6177436","P04578 (EBI-6177436) Q9HCN8",,"false","EBI-6177436","P04578 (EBI-6177436) Q9HCN8"
"EBI-6176529","P04578 (EBI-6176529) P20701",,"false","EBI-6176529","P04578 (EBI-6176529) P20701"
"EBI-6176529","P04578 (EBI-6176529) Q9Y282",,"false","EBI-6176529","P04578 (EBI-6176529) Q9Y282"
"EBI-6176529","P04578 (EBI-6176529) Q99470",,"false","EBI-6176529","P04578 (EBI-6176529) Q99470"
"EBI-6175491","P04578 (EBI-6175491) Q99470",,"false","EBI-6175491","P04578 (EBI-6175491) Q99470"
"EBI-6177436","P04578 (EBI-6177436) O14967",,"false","EBI-6177436","P04578 (EBI-6177436) O14967"
"EBI-6174316","P04578 (EBI-6174316) Q99470",,"false","EBI-6174316","P04578 (EBI-6174316) Q99470"
"EBI-6176529","P04578 (EBI-6176529) Q9Y287",,"false","EBI-6176529","P04578 (EBI-6176529) Q9Y287"
"EBI-6176529","P04578 (EBI-6176529) Q14696",,"false","EBI-6176529","P04578 (EBI-6176529) Q14696"
"EBI-6176529","P04578 (EBI-6176529) Q96DZ1",,"false","EBI-6176529","P04578 (EBI-6176529) Q96DZ1"
"EBI-6177436","P04578 (EBI-6177436) P01733",,"false","EBI-6177436","P04578 (EBI-6177436) P01733"
"EBI-6177436","P04578 (EBI-6177436) P01850",,"false","EBI-6177436","P04578 (EBI-6177436) P01850"
"EBI-6177436","P04578 (EBI-6177436) Q9NWW5",,"false","EBI-6177436","P04578 (EBI-6177436) Q9NWW5"
"EBI-6174316","P04578 (EBI-6174316) Q9BYC5",,"false","EBI-6174316","P04578 (EBI-6174316) Q9BYC5"
"EBI-6177436","P04578 (EBI-6177436) Q96IV0",,"false","EBI-6177436","P04578 (EBI-6177436) Q96IV0"
"EBI-6177436","P04578 (EBI-6177436) Q15392",,"false","EBI-6177436","P04578 (EBI-6177436) Q15392"
"EBI-6177436","P04578 (EBI-6177436) Q6DD88",,"false","EBI-6177436","P04578 (EBI-6177436) Q6DD88"
"EBI-6174316","P04578 (EBI-6174316) Q15165",,"false","EBI-6174316","P04578 (EBI-6174316) Q15165"
"EBI-6177436","P04578 (EBI-6177436) P43630",,"false","EBI-6177436","P04578 (EBI-6177436) P43630"
"EBI-847979","Q9Y282 (EBI-847979) Q969X5",,"false","EBI-847979","Q9Y282 (EBI-847979) Q969X5"
"EBI-781570","Q9Y282 (EBI-781570) Q969X5",,"false","EBI-781570","Q9Y282 (EBI-781570) Q969X5"
"EBI-1642567","P32121 (EBI-1642567) P32121",,"false","EBI-1642567","P32121 (EBI-1642567) P32121"
"EBI-1642843","P32121 (EBI-1642843) P31946",,"false","EBI-1642843","P32121 (EBI-1642843) P31946"
"EBI-8838177","P32121 (EBI-8838177) P32121",,"false","EBI-8838177","P32121 (EBI-8838177) P32121"
"EBI-1642843","P32121 (EBI-1642843) P32121",,"false","EBI-1642843","P32121 (EBI-1642843) P32121"
"EBI-1642843","P32121 (EBI-1642843) Q9Y2W1",,"false","EBI-1642843","P32121 (EBI-1642843) Q9Y2W1"
"EBI-6124485","Q6P2E9 (EBI-6124485) P19525",,"false","EBI-6124485","Q6P2E9 (EBI-6124485) P19525"
"EBI-1642567","P32121 (EBI-1642567) P61981",,"false","EBI-1642567","P32121 (EBI-1642567) P61981"
"EBI-2679404","P07814 (EBI-2679404) P41252",,"false","EBI-2679404","P07814 (EBI-2679404) P41252"
"EBI-2679429","P07814 (EBI-2679429) P41252",,"false","EBI-2679429","P07814 (EBI-2679429) P41252"
"EBI-2679483","P07814 (EBI-2679483) P41252",,"false","EBI-2679483","P07814 (EBI-2679483) P41252"
"EBI-6598911","Q9UHI6 (EBI-6598911) P57678",,"false","EBI-6598911","Q9UHI6 (EBI-6598911) P57678"
